order_id,customer_id,restaurant_name,city,order_date,order_amount,payment_mode,delivery_time_minutes,order_status
101476,1334,Box8,Kolkata,25-10-2024,961,Cash,25,Delivered
101477,1628,Behrouz Biryani,Hyderabad,18-04-2023,242,UPI,41,Delivered
101478,1136,Dominos,Chennai,25-06-2023,1124,Card,57,Delivered
101479,3930,Biryani Blues,Mumbai,16-11-2023,1459,Card,52,Cancelled
101480,3735,Behrouz Biryani,Delhi,13-10-2023,268,Card,15,Delivered
101481,2521,Barbeque Nation,Delhi,25-11-2023,178,UPI,68,Delivered
101482,1826,Subway,Hyderabad,18-10-2024,1162,Cash,43,Delivered
101483,1726,Biryani Blues,Delhi,22-12-2023,1203,UPI,35,Delivered
101484,2500,Subway,Hyderabad,14-01-2023,1021,Card,43,Delivered
101485,3641,Pizza Hut,Mumbai,02-10-2023,949,Card,23,Delivered
101486,1989,Barbeque Nation,Delhi,12-03-2023,1311,Cash,21,Cancelled
101487,3419,Starbucks,Chennai,14-07-2023,624,Card,52,Delivered
101488,1934,Haldiram,Chennai,06-06-2024,712,UPI,45,Delivered
101489,1401,Haldiram,Kolkata,16-04-2023,584,Card,41,Delivered
101490,2466,Faasos,Hyderabad,15-07-2023,953,UPI,69,Cancelled
101491,1614,Haldiram,Delhi,25-05-2023,1407,UPI,56,Delivered
101492,2296,Dominos,Chennai,16-12-2023,204,Cash,46,Delivered
101493,2182,Dominos,Pune,28-02-2024,1080,Card,19,Delivered
101494,3667,Haldiram,Mumbai,15-04-2024,1465,UPI,47,Delivered
101495,3235,Subway,Mumbai,16-11-2024,901,Card,29,Delivered
101496,2121,Barbeque Nation,Pune,04-08-2023,461,UPI,19,Delivered
101497,1130,KFC,Pune,03-04-2023,1262,UPI,34,Delivered
101498,3852,Barbeque Nation,Kolkata,17-09-2023,1385,UPI,52,Delivered
101499,2194,Cafe Coffee Day,Mumbai,28-07-2024,1106,Card,51,Delivered
101500,3983,Faasos,Mumbai,24-06-2024,467,Card,31,Delivered
101501,1182,Haldiram,Delhi,12-10-2023,906,Card,64,Delivered
101502,1363,Barbeque Nation,Hyderabad,28-04-2024,614,UPI,18,Delivered
101503,1038,Burger King,Bangalore,07-01-2024,1260,Card,35,Delivered
101504,3544,Dominos,Mumbai,11-03-2023,1413,UPI,69,Delivered
101505,2372,Dominos,Mumbai,14-01-2024,849,UPI,48,Delivered
101506,1920,Subway,Bangalore,06-10-2023,1230,Cash,54,Delivered
101507,3769,KFC,Mumbai,29-10-2023,1286,UPI,19,Delivered
101508,1015,Faasos,Delhi,12-09-2023,884,Card,18,Cancelled
101509,1492,Haldiram,Delhi,14-11-2024,1243,Cash,36,Delivered
101510,2449,Behrouz Biryani,Bangalore,22-11-2024,888,UPI,28,Delivered
101511,2131,Biryani Blues,Chennai,21-09-2023,917,Card,18,Delivered
101512,3941,Subway,Mumbai,25-11-2024,1357,Card,22,Delivered
101513,1310,Subway,Chennai,17-12-2024,893,UPI,17,Delivered
101514,1738,KFC,Mumbai,28-02-2024,425,Card,60,Cancelled
101515,1545,Wow Momo,Hyderabad,01-08-2023,382,Card,43,Delivered
101516,3461,Starbucks,Mumbai,01-11-2024,203,UPI,40,Delivered
101517,1250,Haldiram,Delhi,10-04-2023,406,UPI,64,Delivered
101518,1758,Behrouz Biryani,Kolkata,22-04-2023,239,Cash,69,Delivered
101519,2804,Starbucks,Pune,04-11-2023,557,Card,44,Delivered
101520,2297,Dominos,Kolkata,08-11-2024,1442,UPI,26,Delivered
101521,2631,KFC,Kolkata,19-04-2024,515,UPI,29,Delivered
101522,2914,Behrouz Biryani,Kolkata,01-07-2024,500,Card,66,Delivered
101523,1813,Burger King,Pune,22-04-2023,1472,UPI,66,Delivered
101524,1028,Subway,Chennai,28-03-2023,1332,UPI,55,Delivered
101525,1957,Starbucks,Pune,02-07-2023,636,Card,16,Delivered
101526,3032,KFC,Chennai,19-08-2024,991,Card,15,Delivered
101527,1476,Dominos,Pune,14-06-2023,1133,UPI,61,Delivered
101528,1317,Barbeque Nation,Pune,31-03-2023,770,UPI,69,Delivered
101529,1244,Faasos,Mumbai,30-03-2024,1079,UPI,61,Delivered
101530,1747,Dominos,Chennai,26-08-2023,550,UPI,42,Delivered
101531,1696,Starbucks,Mumbai,17-06-2024,1269,UPI,54,Delivered
101532,1271,Box8,Hyderabad,09-11-2024,719,UPI,49,Delivered
101533,2771,Burger King,Mumbai,27-12-2024,1124,UPI,48,Delivered
101534,2262,KFC,Kolkata,27-02-2023,541,UPI,18,Cancelled
101535,3424,Biryani Blues,Bangalore,25-06-2024,501,Cash,32,Delivered
101536,1265,Burger King,Bangalore,09-09-2024,955,UPI,26,Delivered
101537,3973,Haldiram,Delhi,06-02-2024,725,UPI,64,Delivered
101538,1920,Haldiram,Delhi,09-11-2024,926,UPI,35,Delivered
101539,1339,Box8,Mumbai,27-10-2024,782,UPI,24,Delivered
101540,1388,Biryani Blues,Pune,02-06-2024,1461,Card,35,Delivered
101541,3624,Cafe Coffee Day,Pune,16-07-2023,672,UPI,54,Delivered
101542,3050,Barbeque Nation,Bangalore,15-02-2023,875,Card,39,Delivered
101543,2165,Starbucks,Kolkata,13-06-2024,311,UPI,64,Delivered
101544,1375,Box8,Chennai,01-02-2024,808,Cash,31,Delivered
101545,3033,Biryani Blues,Kolkata,26-10-2024,1355,UPI,65,Delivered
101546,3371,Box8,Kolkata,15-03-2023,999,UPI,20,Cancelled
101547,1145,Cafe Coffee Day,Mumbai,20-02-2024,231,UPI,28,Delivered
101548,2981,Subway,Mumbai,18-10-2024,673,UPI,51,Delivered
101549,1292,Wow Momo,Hyderabad,05-09-2024,153,UPI,54,Delivered
101550,1431,McDonalds,Kolkata,01-12-2023,644,UPI,54,Delivered
101551,1704,Behrouz Biryani,Pune,24-09-2024,1224,Card,32,Delivered
101552,3996,Burger King,Pune,18-11-2024,1434,UPI,44,Delivered
101553,2998,Behrouz Biryani,Kolkata,28-07-2024,1307,UPI,23,Delivered
101554,3632,Barbeque Nation,Mumbai,23-10-2023,717,UPI,28,Delivered
101555,1398,Behrouz Biryani,Mumbai,25-03-2023,1390,Card,60,Delivered
101556,3864,Behrouz Biryani,Hyderabad,15-01-2023,1027,UPI,66,Delivered
101557,1963,Faasos,Hyderabad,14-05-2023,1241,UPI,60,Delivered
101558,3234,Cafe Coffee Day,Delhi,22-04-2024,1161,UPI,31,Delivered
101559,3041,Dominos,Bangalore,24-09-2024,1164,Card,48,Cancelled
101560,2828,KFC,Kolkata,15-11-2023,1013,Card,60,Delivered
101561,3108,Subway,Pune,27-01-2024,1316,UPI,36,Delivered
101562,1938,McDonalds,Kolkata,23-04-2024,928,UPI,67,Delivered
101563,1709,KFC,Hyderabad,01-10-2024,1367,UPI,46,Cancelled
101564,1806,Dominos,Hyderabad,03-01-2024,1154,UPI,26,Delivered
101565,2463,Behrouz Biryani,Delhi,02-01-2024,1419,Card,69,Delivered
101566,2325,McDonalds,Bangalore,15-10-2023,463,UPI,30,Delivered
101567,1010,Dominos,Delhi,13-01-2024,879,UPI,36,Delivered
101568,2085,Cafe Coffee Day,Pune,22-11-2024,533,Card,52,Cancelled
101569,2868,Dominos,Bangalore,07-04-2024,426,UPI,64,Delivered
101570,3273,Cafe Coffee Day,Chennai,16-08-2024,1245,UPI,53,Delivered
101571,3611,Dominos,Kolkata,13-01-2023,1302,UPI,16,Delivered
101572,1771,Haldiram,Delhi,19-06-2024,847,UPI,59,Cancelled
101573,2594,Box8,Hyderabad,17-06-2023,1393,Cash,69,Delivered
101574,2607,McDonalds,Delhi,27-09-2023,1179,Card,22,Delivered
101575,2333,Biryani Blues,Chennai,11-03-2023,900,UPI,58,Delivered
101576,1884,Dominos,Delhi,14-11-2023,1132,UPI,15,Delivered
101577,2389,Wow Momo,Kolkata,11-01-2024,773,UPI,55,Delivered
101578,1225,Behrouz Biryani,Chennai,30-03-2023,377,UPI,54,Delivered
101579,1824,McDonalds,Hyderabad,01-12-2024,166,Cash,55,Delivered
101580,3265,Haldiram,Hyderabad,14-09-2023,161,UPI,19,Delivered
101581,1936,Burger King,Mumbai,05-08-2023,841,Cash,59,Delivered
101582,3800,Burger King,Chennai,25-03-2024,219,UPI,60,Delivered
101583,3553,Subway,Mumbai,27-06-2024,257,Cash,50,Delivered
101584,3306,Pizza Hut,Mumbai,21-05-2023,350,Card,31,Delivered
101585,2911,Wow Momo,Kolkata,10-06-2023,1225,Card,55,Delivered
101586,2796,Faasos,Delhi,01-02-2023,778,UPI,44,Delivered
101587,1053,Faasos,Hyderabad,01-06-2023,1432,Card,66,Delivered
101588,1726,Burger King,Hyderabad,17-09-2023,1437,UPI,29,Delivered
101589,3736,Haldiram,Delhi,28-12-2024,1055,Cash,34,Delivered
101590,2544,Starbucks,Hyderabad,06-10-2023,452,Card,50,Delivered
101591,2043,Pizza Hut,Delhi,12-10-2023,1086,UPI,16,Delivered
101592,2913,Faasos,Chennai,01-09-2024,725,Cash,59,Delivered
101593,2776,Dominos,Kolkata,25-06-2024,704,Cash,18,Delivered
101594,2596,Dominos,Kolkata,24-08-2024,274,Card,64,Delivered
101595,2914,Barbeque Nation,Pune,28-05-2023,1443,UPI,38,Delivered
101596,3466,Behrouz Biryani,Kolkata,17-10-2024,1008,Cash,62,Delivered
101597,3737,Pizza Hut,Delhi,08-03-2023,894,Card,69,Delivered
101598,1849,Behrouz Biryani,Pune,23-07-2024,629,Card,56,Delivered
101599,3109,Haldiram,Delhi,06-10-2023,281,Cash,16,Delivered
101600,3263,Starbucks,Bangalore,18-03-2024,1175,UPI,60,Delivered
101601,1002,Wow Momo,Pune,03-02-2024,264,UPI,16,Delivered
101602,1159,Cafe Coffee Day,Hyderabad,08-05-2023,630,Card,64,Delivered
101603,1780,Pizza Hut,Hyderabad,03-12-2023,1130,UPI,15,Delivered
101604,1892,Burger King,Bangalore,26-04-2024,1174,Card,27,Delivered
101605,3030,Wow Momo,Bangalore,21-12-2024,480,UPI,20,Delivered
101606,3376,Barbeque Nation,Kolkata,05-07-2023,1091,UPI,36,Delivered
101607,1579,Faasos,Bangalore,18-06-2023,1104,UPI,31,Delivered
101608,2933,Biryani Blues,Delhi,14-11-2024,917,UPI,63,Delivered
101609,2380,Behrouz Biryani,Mumbai,17-09-2023,540,UPI,36,Delivered
101610,2290,Behrouz Biryani,Delhi,17-12-2024,983,UPI,57,Cancelled
101611,2640,Faasos,Pune,08-10-2024,292,UPI,20,Delivered
101612,1951,Wow Momo,Bangalore,11-07-2024,477,Card,66,Delivered
101613,3682,Dominos,Hyderabad,21-05-2024,777,Cash,17,Delivered
101614,1987,Behrouz Biryani,Delhi,04-06-2024,526,UPI,60,Delivered
101615,2218,Barbeque Nation,Hyderabad,15-04-2024,239,UPI,20,Delivered
101616,1920,Starbucks,Delhi,10-06-2023,957,UPI,31,Cancelled
101617,3785,Burger King,Hyderabad,16-10-2023,1170,UPI,49,Delivered
101618,2355,Box8,Chennai,06-12-2023,1215,Cash,63,Cancelled
101619,1169,McDonalds,Delhi,16-05-2024,1208,UPI,65,Delivered
101620,1520,Burger King,Pune,16-04-2023,1161,UPI,64,Cancelled
101621,2486,Burger King,Hyderabad,19-04-2024,702,UPI,51,Delivered
101622,1039,Starbucks,Mumbai,22-08-2024,273,Cash,61,Delivered
101623,2560,Behrouz Biryani,Pune,07-04-2024,206,UPI,49,Delivered
101624,2418,Biryani Blues,Kolkata,27-04-2024,955,Card,37,Delivered
101625,1954,KFC,Delhi,04-12-2024,384,UPI,22,Delivered
101626,1983,Faasos,Mumbai,02-06-2023,757,UPI,21,Delivered
101627,1974,Cafe Coffee Day,Kolkata,10-10-2024,541,Card,64,Delivered
101628,1037,Faasos,Delhi,29-05-2023,1119,UPI,24,Delivered
101629,3375,Dominos,Mumbai,07-07-2023,1349,Card,40,Delivered
101630,2274,Cafe Coffee Day,Mumbai,14-10-2024,201,Card,69,Delivered
101631,2199,Behrouz Biryani,Pune,11-05-2023,638,UPI,24,Delivered
101632,2625,Cafe Coffee Day,Chennai,27-03-2024,154,UPI,33,Delivered
101633,1913,Dominos,Mumbai,30-05-2024,781,Card,37,Delivered
101634,1453,Starbucks,Chennai,05-05-2024,1382,UPI,45,Delivered
101635,1036,Faasos,Bangalore,20-04-2024,366,UPI,47,Delivered
101636,2711,Haldiram,Pune,20-09-2023,685,UPI,16,Cancelled
101637,1795,Faasos,Hyderabad,21-06-2024,887,Card,42,Delivered
101638,1972,KFC,Pune,03-04-2024,879,Cash,46,Delivered
101639,1592,Cafe Coffee Day,Kolkata,19-06-2024,1384,Card,47,Delivered
101640,2137,Behrouz Biryani,Hyderabad,28-09-2024,1199,UPI,23,Delivered
101641,2324,Subway,Hyderabad,14-11-2024,1425,UPI,43,Delivered
101642,3271,Cafe Coffee Day,Chennai,22-10-2023,152,UPI,29,Delivered
101643,1317,Burger King,Hyderabad,10-03-2024,1175,UPI,32,Delivered
101644,3396,Haldiram,Mumbai,02-10-2023,1175,Card,32,Cancelled
101645,3162,KFC,Chennai,10-08-2024,299,Card,68,Cancelled
101646,3745,Behrouz Biryani,Hyderabad,04-11-2023,153,Card,21,Delivered
101647,2346,Barbeque Nation,Chennai,26-12-2024,617,UPI,28,Delivered
101648,2591,Wow Momo,Bangalore,11-01-2024,219,Cash,43,Delivered
101649,2889,Box8,Chennai,07-06-2023,350,Cash,64,Delivered
101650,3087,Starbucks,Delhi,23-07-2023,457,UPI,66,Delivered
101651,2996,Wow Momo,Mumbai,22-10-2024,1425,UPI,33,Delivered
101652,2772,Dominos,Kolkata,16-03-2023,1460,UPI,19,Delivered
101653,2312,Faasos,Delhi,15-01-2024,1071,UPI,55,Delivered
101654,2285,Cafe Coffee Day,Delhi,31-10-2023,441,Cash,64,Delivered
101655,1215,KFC,Delhi,03-03-2023,1327,UPI,59,Delivered
101656,3383,Burger King,Hyderabad,23-07-2024,1073,Card,19,Delivered
101657,3139,Burger King,Chennai,18-04-2023,1306,Card,68,Cancelled
101658,3400,Biryani Blues,Chennai,06-07-2023,1032,UPI,66,Delivered
101659,3618,Faasos,Pune,17-08-2023,735,UPI,29,Delivered
101660,3863,McDonalds,Hyderabad,17-02-2023,1447,Cash,40,Delivered
101661,2704,Wow Momo,Mumbai,25-09-2023,658,UPI,38,Delivered
101662,3828,Cafe Coffee Day,Hyderabad,27-12-2024,154,Card,33,Delivered
101663,1362,Haldiram,Hyderabad,11-09-2023,442,Card,34,Delivered
101664,3604,KFC,Hyderabad,28-03-2023,509,UPI,57,Delivered
101665,2716,Burger King,Mumbai,30-06-2023,363,Cash,23,Delivered
101666,2193,Faasos,Pune,25-01-2023,1188,UPI,67,Delivered
101667,1355,McDonalds,Mumbai,23-01-2024,1446,Card,68,Delivered
101668,1190,KFC,Bangalore,10-08-2023,712,Card,42,Delivered
101669,3469,Cafe Coffee Day,Pune,01-02-2024,914,UPI,30,Delivered
101670,1699,Starbucks,Bangalore,25-05-2024,194,UPI,25,Delivered
101671,3054,Faasos,Bangalore,14-07-2024,852,Card,48,Delivered
101672,3180,Pizza Hut,Bangalore,15-03-2024,783,Card,39,Delivered
101673,1556,Starbucks,Chennai,24-06-2023,1360,UPI,54,Cancelled
101674,1825,Burger King,Delhi,07-11-2023,810,Card,69,Delivered
101675,3808,Pizza Hut,Delhi,01-10-2023,1343,Card,35,Delivered
101676,2054,KFC,Bangalore,04-02-2023,870,UPI,19,Delivered
101677,3582,Cafe Coffee Day,Bangalore,05-08-2023,743,UPI,25,Cancelled
101678,1425,Burger King,Kolkata,21-12-2024,395,UPI,57,Delivered
101679,3719,Biryani Blues,Delhi,02-11-2024,1006,UPI,23,Delivered
101680,3410,Pizza Hut,Kolkata,12-02-2024,701,UPI,25,Delivered
101681,2574,Faasos,Pune,02-06-2024,192,Cash,51,Delivered
101682,3129,Subway,Kolkata,26-09-2023,990,UPI,55,Delivered
101683,3403,McDonalds,Hyderabad,29-09-2024,328,UPI,15,Delivered
101684,1588,Haldiram,Chennai,19-04-2024,684,Card,40,Cancelled
101685,3012,Wow Momo,Pune,21-11-2023,756,UPI,24,Delivered
101686,2547,McDonalds,Mumbai,22-12-2023,821,UPI,54,Delivered
101687,1294,Pizza Hut,Delhi,31-03-2023,1417,Card,33,Delivered
101688,2985,Burger King,Bangalore,11-02-2023,1076,Card,30,Delivered
101689,2247,Biryani Blues,Pune,31-12-2023,166,Card,59,Delivered
101690,2548,Subway,Bangalore,01-11-2024,1285,Card,51,Delivered
101691,2690,Biryani Blues,Mumbai,21-07-2023,975,UPI,64,Delivered
101692,2136,Subway,Pune,01-01-2024,696,Cash,55,Delivered
101693,2256,Wow Momo,Delhi,15-10-2023,1203,UPI,18,Delivered
101694,3064,Biryani Blues,Pune,25-08-2024,1365,UPI,28,Delivered
101695,1359,Subway,Bangalore,25-04-2024,586,UPI,44,Delivered
101696,3913,Biryani Blues,Bangalore,28-09-2024,328,UPI,21,Delivered
101697,1699,Box8,Hyderabad,15-05-2024,765,UPI,26,Delivered
101698,1447,McDonalds,Kolkata,29-09-2024,826,Card,38,Delivered
101699,3903,Behrouz Biryani,Pune,21-02-2023,783,UPI,53,Delivered
101700,3412,Subway,Bangalore,13-04-2023,1307,UPI,57,Delivered
101701,1674,Wow Momo,Chennai,27-12-2023,951,Card,36,Cancelled
101702,2007,Subway,Delhi,28-02-2024,461,Card,61,Delivered
101703,2349,Subway,Chennai,29-11-2024,174,UPI,44,Delivered
101704,3514,Barbeque Nation,Mumbai,24-07-2023,520,UPI,53,Delivered
101705,3461,Box8,Pune,14-01-2023,674,UPI,34,Delivered
101706,1585,McDonalds,Hyderabad,07-09-2024,1492,UPI,40,Delivered
101707,2256,Starbucks,Delhi,20-09-2024,379,Card,63,Delivered
101708,2247,Pizza Hut,Hyderabad,14-04-2024,1275,UPI,19,Delivered
101709,1993,Dominos,Kolkata,10-04-2024,527,UPI,54,Delivered
101710,2435,Behrouz Biryani,Bangalore,31-10-2023,1037,UPI,56,Delivered
101711,1571,Subway,Delhi,27-08-2024,1376,Card,20,Delivered
101712,3382,Haldiram,Mumbai,02-03-2024,1440,UPI,67,Delivered
101713,2245,Subway,Pune,17-10-2024,611,Card,48,Delivered
101714,3084,Barbeque Nation,Kolkata,20-04-2023,514,UPI,19,Cancelled
101715,1988,Biryani Blues,Kolkata,05-11-2024,253,Card,24,Delivered
101716,1277,Pizza Hut,Hyderabad,18-07-2024,1284,Cash,42,Delivered
101717,2219,Haldiram,Kolkata,29-05-2024,577,UPI,17,Delivered
101718,3963,Behrouz Biryani,Delhi,09-03-2023,618,Card,27,Delivered
101719,2887,Haldiram,Hyderabad,03-09-2023,1164,Card,62,Delivered
101720,1483,Starbucks,Kolkata,24-01-2024,1019,Card,61,Delivered
101721,2265,McDonalds,Pune,11-10-2024,919,Card,16,Cancelled
101722,1730,Wow Momo,Mumbai,04-11-2023,829,UPI,49,Delivered
101723,3239,Faasos,Pune,18-12-2023,954,UPI,66,Delivered
101724,2040,Wow Momo,Chennai,07-03-2023,1035,Cash,64,Delivered
101725,3571,Faasos,Delhi,04-04-2024,710,UPI,66,Delivered
101726,1917,Behrouz Biryani,Mumbai,13-12-2023,1423,Cash,66,Delivered
101727,3448,Cafe Coffee Day,Mumbai,21-11-2023,480,Card,61,Delivered
101728,1885,Pizza Hut,Hyderabad,28-10-2024,736,UPI,68,Delivered
101729,3752,Cafe Coffee Day,Bangalore,21-08-2024,350,Card,42,Cancelled
101730,1021,Wow Momo,Hyderabad,02-02-2023,603,Card,51,Delivered
101731,1473,Faasos,Delhi,09-03-2023,975,UPI,37,Delivered
101732,3257,KFC,Delhi,06-07-2023,260,UPI,57,Cancelled
101733,3353,Barbeque Nation,Hyderabad,11-07-2023,1013,Card,37,Delivered
101734,1703,Behrouz Biryani,Bangalore,01-08-2023,1057,Cash,49,Delivered
101735,1686,Behrouz Biryani,Pune,22-08-2024,1382,Card,55,Delivered
101736,1284,Dominos,Hyderabad,03-03-2024,182,UPI,53,Delivered
101737,1715,Dominos,Delhi,17-12-2023,704,UPI,69,Delivered
101738,1762,McDonalds,Bangalore,18-04-2023,256,Cash,46,Delivered
101739,2250,Faasos,Delhi,28-08-2023,1438,UPI,16,Cancelled
101740,1947,Box8,Bangalore,04-08-2023,375,UPI,61,Delivered
101741,3428,McDonalds,Bangalore,26-06-2023,636,UPI,58,Delivered
101742,3507,Dominos,Hyderabad,18-07-2024,328,UPI,62,Delivered
101743,2030,Cafe Coffee Day,Hyderabad,26-11-2023,1395,UPI,30,Delivered
101744,1028,Wow Momo,Hyderabad,14-07-2024,786,UPI,30,Delivered
101745,1906,Burger King,Bangalore,17-09-2024,937,Card,65,Delivered
101746,3926,Behrouz Biryani,Bangalore,25-03-2024,316,UPI,17,Delivered
101747,3126,Starbucks,Delhi,29-08-2024,812,UPI,42,Delivered
101748,3994,KFC,Mumbai,22-03-2024,449,UPI,43,Delivered
101749,3506,Behrouz Biryani,Hyderabad,20-06-2024,184,Cash,68,Delivered
101750,1569,Subway,Chennai,05-10-2024,556,Card,34,Delivered
101751,3006,Pizza Hut,Delhi,28-06-2023,463,UPI,50,Delivered
101752,2453,Barbeque Nation,Delhi,30-01-2024,965,UPI,47,Delivered
101753,1737,Burger King,Kolkata,25-05-2023,892,Card,36,Cancelled
101754,1515,KFC,Hyderabad,17-07-2023,876,Cash,22,Delivered
101755,3000,Subway,Pune,25-03-2023,975,UPI,61,Cancelled
101756,3444,McDonalds,Delhi,30-10-2024,1274,UPI,38,Delivered
101757,1038,KFC,Kolkata,26-03-2023,718,Card,67,Delivered
101758,1886,Cafe Coffee Day,Chennai,01-04-2024,1388,Card,68,Delivered
101759,3844,Dominos,Chennai,20-04-2024,725,Card,51,Delivered
101760,3204,Behrouz Biryani,Pune,10-09-2023,211,UPI,34,Delivered
101761,2098,KFC,Hyderabad,13-03-2023,518,UPI,26,Delivered
101762,3931,Pizza Hut,Bangalore,11-08-2023,243,UPI,34,Delivered
101763,2823,Haldiram,Kolkata,03-10-2023,1133,UPI,34,Delivered
101764,2710,Starbucks,Bangalore,03-09-2023,1199,Cash,18,Delivered
101765,1973,McDonalds,Chennai,07-12-2023,1294,UPI,44,Cancelled
101766,2562,Biryani Blues,Chennai,26-07-2024,199,Card,45,Delivered
101767,3896,Box8,Mumbai,15-04-2024,1032,UPI,36,Delivered
101768,3795,Barbeque Nation,Mumbai,29-03-2024,913,UPI,29,Delivered
101769,1988,Box8,Pune,07-01-2023,185,Cash,52,Delivered
101770,1020,Cafe Coffee Day,Mumbai,07-07-2023,1462,Card,51,Delivered
101771,3350,Barbeque Nation,Mumbai,04-01-2023,249,Cash,42,Cancelled
101772,1868,KFC,Pune,06-10-2024,1497,UPI,25,Delivered
101773,1083,Haldiram,Delhi,05-05-2023,478,UPI,28,Delivered
101774,2682,Behrouz Biryani,Mumbai,15-01-2023,855,UPI,25,Delivered
101775,2976,Biryani Blues,Delhi,08-06-2024,370,UPI,23,Delivered
101776,2410,Cafe Coffee Day,Delhi,21-09-2024,716,UPI,38,Delivered
101777,2530,Subway,Hyderabad,28-08-2023,1145,Cash,24,Delivered
101778,1569,Burger King,Delhi,26-12-2023,1171,UPI,52,Delivered
101779,1933,Behrouz Biryani,Delhi,01-06-2024,259,Cash,57,Delivered
101780,2980,Subway,Mumbai,16-11-2023,298,UPI,55,Delivered
101781,2855,Burger King,Delhi,19-08-2023,555,Card,51,Delivered
101782,1792,Haldiram,Bangalore,30-01-2023,848,UPI,56,Delivered
101783,1791,Burger King,Pune,17-06-2024,1166,UPI,46,Delivered
101784,2809,Starbucks,Mumbai,05-06-2023,1302,Cash,34,Delivered
101785,2294,Behrouz Biryani,Pune,21-09-2024,257,UPI,28,Delivered
101786,3539,Cafe Coffee Day,Kolkata,05-12-2024,538,Card,52,Delivered
101787,3255,Starbucks,Mumbai,03-02-2024,574,Card,18,Delivered
101788,2607,Faasos,Delhi,12-12-2023,596,Cash,38,Delivered
101789,2083,Pizza Hut,Bangalore,14-07-2023,1067,Card,46,Cancelled
101790,3477,KFC,Pune,17-06-2023,1241,UPI,69,Delivered
101791,1984,Subway,Mumbai,12-01-2024,1239,Card,67,Delivered
101792,2680,Pizza Hut,Bangalore,03-05-2024,805,UPI,24,Delivered
101793,1519,Subway,Pune,28-12-2023,470,UPI,68,Delivered
101794,1590,Cafe Coffee Day,Kolkata,26-04-2024,868,UPI,57,Delivered
101795,2050,KFC,Chennai,01-09-2023,877,UPI,30,Delivered
101796,2709,Faasos,Kolkata,03-08-2024,729,UPI,53,Delivered
101797,3035,Wow Momo,Chennai,29-08-2024,596,Cash,46,Delivered
101798,3246,Burger King,Hyderabad,11-08-2024,359,UPI,32,Delivered
101799,3434,Haldiram,Chennai,20-06-2023,998,Cash,39,Delivered
101800,1348,Wow Momo,Hyderabad,27-05-2024,519,UPI,21,Delivered
101801,1959,Wow Momo,Mumbai,10-02-2024,726,Card,67,Delivered
101802,2963,Barbeque Nation,Hyderabad,27-07-2024,838,UPI,61,Delivered
101803,1692,Dominos,Bangalore,26-07-2023,939,UPI,65,Delivered
101804,2559,Behrouz Biryani,Hyderabad,03-06-2023,1141,Cash,32,Delivered
101805,1377,Pizza Hut,Bangalore,17-02-2023,312,Cash,61,Delivered
101806,3946,Pizza Hut,Pune,10-10-2024,1126,UPI,32,Delivered
101807,3963,Pizza Hut,Pune,01-01-2023,499,Cash,17,Delivered
101808,1526,Starbucks,Chennai,11-02-2024,819,Card,15,Cancelled
101809,3781,Cafe Coffee Day,Chennai,17-04-2023,575,Cash,47,Delivered
101810,3253,Pizza Hut,Chennai,22-06-2023,476,Card,21,Delivered
101811,3502,Cafe Coffee Day,Hyderabad,20-05-2024,1279,Cash,24,Delivered
101812,2259,Behrouz Biryani,Chennai,10-05-2023,404,Cash,58,Delivered
101813,2875,Wow Momo,Hyderabad,02-02-2024,507,UPI,22,Delivered
101814,2763,Faasos,Hyderabad,21-10-2023,593,UPI,68,Delivered
101815,1520,Behrouz Biryani,Delhi,05-07-2024,262,UPI,46,Delivered
101816,2701,Pizza Hut,Delhi,22-03-2024,1203,Card,37,Delivered
101817,2016,Dominos,Hyderabad,16-01-2023,673,Card,31,Delivered
101818,3773,McDonalds,Pune,30-09-2024,838,Card,28,Delivered
101819,2013,KFC,Bangalore,15-12-2023,1140,Card,31,Delivered
101820,3548,Pizza Hut,Mumbai,22-07-2023,195,UPI,39,Delivered
101821,1116,Haldiram,Kolkata,14-05-2023,1344,UPI,35,Delivered
101822,3433,McDonalds,Delhi,09-06-2024,1303,UPI,69,Delivered
101823,2367,Behrouz Biryani,Hyderabad,22-05-2024,906,Card,20,Delivered
101824,1583,Haldiram,Kolkata,07-03-2023,1376,UPI,34,Delivered
101825,1394,Haldiram,Delhi,24-04-2024,1399,UPI,63,Delivered
101826,2087,Subway,Mumbai,03-04-2024,1253,UPI,34,Delivered
101827,3768,Haldiram,Bangalore,08-12-2023,1483,UPI,40,Delivered
101828,1071,Pizza Hut,Hyderabad,07-12-2024,1208,UPI,46,Delivered
101829,1273,Subway,Mumbai,17-09-2024,713,UPI,22,Delivered
101830,3013,Barbeque Nation,Pune,08-06-2023,310,Cash,59,Delivered
101831,2343,Faasos,Delhi,10-06-2023,989,UPI,62,Cancelled
101832,1337,Wow Momo,Hyderabad,11-09-2023,687,Cash,58,Delivered
101833,2389,Haldiram,Kolkata,10-06-2024,374,UPI,43,Delivered
101834,1606,Dominos,Pune,02-07-2024,1490,Cash,31,Delivered
101835,1165,Biryani Blues,Pune,04-06-2023,244,Card,32,Delivered
101836,2567,KFC,Chennai,30-04-2024,1398,Card,54,Delivered
101837,3058,Haldiram,Bangalore,07-03-2024,1098,Cash,32,Delivered
101838,2324,Cafe Coffee Day,Pune,27-01-2023,702,Card,25,Delivered
